komentar_bersih,prepos_text,polarity_score,sentiment,labeling_polarity,predicted_sentiment,sentimen_NaiveBayes
kalo cuma mengomong saja gaampng pak anis mnjalankan nya itu,"['kalo', 'omong', 'gaampng', 'anis', 'mnjalankan', 'nya']",-4,negatif,-1,-1,negatif
anis pintar ngomg ganjar bukti nyata,"['anis', 'pintar', 'ngomg', 'ganjar', 'bukti', 'nyata']",1,positif,1,1,positif
masya allahbrsemoga pak anis jadi presiden tahun 2024aamiin,"['masya', 'allahbrsemoga', 'anis', 'presiden', '2024aamiin']",3,positif,1,1,positif
anis visi misi jelas tapi the point apa yang ingin dibawa yaitu perubahan tidak muter2 dan banyakbomong kosong terlihat sangat siap mengemban amanah kepresidenan semua ada di kepalanya sdr tidak diarah2 kan orang pintar pasti pilih amin,"['anis', 'visi', 'misi', 'the', 'point', 'bawa', 'ubah', 'muter2', 'banyakbomong', 'kosong', 'emban', 'amanah', 'presiden', 'kepala', 'sdr', 'diarah2', 'orang', 'pintar', 'pilih', 'amin']",2,positif,1,1,positif
merinding aku mendengar apa anis bicara memang dari hati masuk ke hati,"['merinding', 'dengar', 'anis', 'bicara', 'hati', 'masuk', 'hati']",-4,negatif,-1,-1,negatif
makassar ewaki punya jaringan nasional anis baswedan,"['makassar', 'ewaki', 'jaring', 'nasional', 'anis', 'baswedan']",3,positif,1,1,positif
saya sebagai warga jakarta puas dengan kinerja pak anissemoga beliau di mudahkan dan dilancarkan jalannya menjadi presiden ri 2024 202 amin yra,"['warga', 'jakarta', 'puas', 'kerja', 'anissemoga', 'beliau', 'mudah', 'lancar', 'jalan', 'presiden', 'ri', '2024', '202', 'amin', 'yra']",13,positif,1,1,positif
momen terbaik ketika pak prabowo menyanggah ke pak anis tentang polusi dki dan semua pendukung prabowo tertawa kegirangan dan ketika disanggah oleh pak anis pakai data semua pendukung prabowo langsung terdiam seribu bahasa bravo pak anis iu full,"['momen', 'baik', 'prabowo', 'sanggah', 'anis', 'polusi', 'dki', 'dukung', 'prabowo', 'tertawa', 'girang', 'sanggah', 'anis', 'pakai', 'data', 'dukung', 'prabowo', 'langsung', 'diam', 'ribu', 'bahasa', 'bravo', 'anis', 'iu', 'full']",8,positif,1,1,positif
sama syaa allah pak anis sehat selalu yaa aamiinamin,"['syaa', 'allah', 'anis', 'sehat', 'yaa', 'aamiinamin']",8,positif,1,1,positif
ganjar betul orang pintar dan dia tahu bagaimana mengmanfaatkan anis karena mereka berjuang demi demokrasi,"['ganjar', 'orang', 'pintar', 'mengmanfaatkan', 'anis', 'juang', 'demokrasi']",2,positif,1,1,positif
masya allah luar biasa cerdas pak anis selalu menggunakan data sains dan teknologi untuk menanggapi lawan debatx bravo pak anies,"['masya', 'allah', 'cerdas', 'anis', 'data', 'sains', 'teknologi', 'tanggap', 'lawan', 'debatx', 'bravo', 'anies']",5,positif,1,1,positif
ter anis diriku,"['ter', 'anis', 'diri']",-1,negatif,-1,-1,negatif
dengan penjelasan pak prabowo tadi saya semakin mantap memilih anis,"['jelas', 'prabowo', 'mantap', 'pilih', 'anis']",1,positif,1,1,positif
mantap pak anis cerdas,"['mantap', 'anis', 'cerdas']",5,positif,1,1,positif
anis memang pintar tapi hanya omong doang gagasan nya karena orang indonesia butuh krja nyata bukan cuman pintar,"['anis', 'pintar', 'omong', 'doang', 'gagas', 'nya', 'orang', 'indonesia', 'butuh', 'krja', 'nyata', 'cuman', 'pintar']",-7,negatif,-1,-1,negatif
anis for indonesia,"['anis', 'for', 'indonesia']",0,netral,0,0,netral
anies omongannya manis memang pintar mengomong tapi enggak semanisquot janjiquot palsunya gaes,"['anies', 'omong', 'manis', 'pintar', 'omong', 'semanisquot', 'janjiquot', 'palsu', 'gaes']",-5,negatif,-1,-1,negatif
sesi debat dimulai href pasangan no 01 aniesmuhaimin href pasangan no 02 prabowogibran href pasangan no 03 ganjarmahfud href intro debat pertama calon presiden pemilu tahun 2024 href pembawa acara laedo membuka jalannya perdebatan href menyanyikan lagu indonesia raya href menyanyikan ijinglei pemilu href sambutan dari hasyim asy3ari ketua kpu href doa bersama href 11 panelis perumus pertanyaan debat href penyerahan simbolis pertanyaan hasil rumusan panelis oleh koor panelis kepada ketua kpu href moderator debat pertama capres 2024 valeria daniel amp ardianto wijaya href penyebutan subtema debat pertama capres 2024 href aturan amp ketentuan debat href profil calon presiden 2024 br brpenyampaian visi misi capres href penyampaian visi amp misi calon presiden 2024 href visi amp misi calon presiden no 01 anies baswedan href visi amp misi calon presiden no 02 prabowo subianto href visi amp misi calon presiden no 03 ganjar pranowo br href break ke1 href sesi tanya jawab antara panelis dengan capres href tiap capres maju ke panggung utama memasuki sesi tanya jawab ke1 br brpanelis tanya jawab 1 capres no 2 prabowo subianto href pengundian tema amp pertanyaan untuk capres no 02 tema hak asasi manusia amplop a href pertanyaan pertama untuk capres no 02 tren kekerasan ham dan keadilan di papua href tanggapan capres no 03 terhadap jawaban capres no 02 href tanggapan capres no 01 terhadap jawaban capres no 02 href respon capres no 02 terhadap tanggapan capres no 01 amp 03 br brpanelis tanya jawab 1 capres no 3 ganjar pranowo href pengundian tema amp pertanyaan untuk capres no 03 tema pemerintahan dan peningkatan pelayanan publik amplop c href pertanyaan pertama untuk capres no 03 stagnansi indeks pelayanan publik indonesia kesamaan perlakuan kepentingan khusus kelompok rentan perempuan dan disabilitas href tanggapan capres no 01 terhadap jawaban capres no 03 href tanggapan capres no 02 terhadap jawaban capres no 03 href respon capres no 03 terhadap tanggapan capres no 01 amp 02 br brpanelis tanya jawab 1 capres no 1 anies baswedan href pengundian tema amp pertanyaan untuk capres no 01 tema penanganan disinformasi dan kerukunan warga amplop a href pertanyaan pertama untuk capres no 01 maraknya kasus persekusi kekerasan diskriminasi di antara kelompok masyarakat href tanggapan capres no 02 terhadap jawaban capres no 01 href tanggapan capres no 03 terhadap jawaban capres no 01 href respon capres no 01 terhadap tanggapan capres no 02 amp 03 br href sesi ke1 tanya jawab panelis tiap capres kembali ke tempat duduk masingmasing href break ke2 href memasuki sesi ke2 tanya jawab tiap capres maju ke panggung utama br brpanelis tanya jawab 2 capres no 3 ganjar pranowo href pengundian tema amp pertanyaan untuk capres no 03 tema pemberantasan korupsi amplop c href pertanyaan kedua untuk capres no 03 rendahnya penegakan hukum korupsi amp minimnya pengembalian aset korupsi href tanggapan capres no 01 terhadap jawaban capres no 03 href tanggapan capres no 02 terhadap jawaban capres no 03 href respon capres no 03 terhadap tanggapan capres no 01 amp 02 br brpanelis tanya jawab 2 capres no 1 anies baswedan href pengundian tema amp pertanyaan untuk capres no 01 tema penguatan demokrasi amplop a href pertanyaan pertama untuk capres no 01 rendahnya kepercayaan publik terhadap partai politik href tanggapan capres no 02 terhadap jawaban capres no 01 href tanggapan capres no 03 terhadap jawaban capres no 01 href respon capres no 01 terhadap tanggapan capres no 02 amp 03 br brpanelis tanya jawab 1 capres no 2 prabowo subianto href pengundian tema amp pertanyaan untuk capres no 02 tema hukum amplop a href pertanyaan pertama untuk capres no 02 lembaga kehakiman diintervensi oleh cabang kekuasaan lain href tanggapan capres no 03 terhadap jawaban capres no 02 href tanggapan capres no 01 terhadap jawaban capres no 02 href respon capres no 02 terhadap tanggapan capres no 01 amp 03 br href sesi ke2 tanya jawab panelis selesai tiap capres kembali ke tempat duduk masingmasing href break ke3 href masuk segmen selanjutnya moderator menjelaskan mekanisme tanya jawab antar capres href para capres kembali naik ke panggung utama br brcapres tanya jawab 1 no 1 anies ke no 2 prabowo href capres no 01 bertanya pada capres no 02 tentang masalah pelanggaran etika mk href capres no 02 menjawab pertanyaan capres no 01 href capres no 01 menanggapi jawaban capres no 02 href capres no 02 menanggapi tanggapan capres no 01 br brcapres tanya jawab 1 no 2 prabowo ke no 3 ganjar href capres no 02 bertanya pada capres no 03 tentang pengangguran terutama lulusan sekolah href capres no 03 menjawab pertanyaan capres no 02 href capres no 02 menanggapi jawaban capres no 03 href capres no 03 menanggapi tanggapan capres no 02 br brcapres tanya jawab 1 no 3 ganjar ke no 1 anies href capres no 03 bertanya pada capres no 01 tentang perpindahan ibukota href capres no 01 menjawab pertanyaan capres no 03 href capres no 03 menanggapi jawaban capres no 01 href capres no 01 menanggapi tanggapan capres no 03 br href sesi ke1 tanya jawab antar capres selesai tiap capres kembali ke tempat duduk mereka href break ke4 href para capres kembali naik ke panggung utama href penyebutan kembali dari subtema debat calon presiden 2024 br brcapres tanya jawab 2 no 2 prabowo ke no 1 anies href capres no 02 bertanya pada capres no 01 tentang hubungan antara anggaran dengan penanganan polusi di jakarta href capres no 01 menjawab pertanyaan capres no 02 href capres no 02 menanggapi jawaban capres no 01 href capres no 01 menanggapi tanggapan capres no 02 br brcapres tanya jawab 2 no 3 ganjar ke no 2 prabowo href capres no 03 bertanya pada capres no 02 tentang kasus pelanggaran ham berat href capres no 02 menjawab pertanyaan capres no 03 href capres no 03 menanggapi jawaban capres no 02 href capres no 02 menanggapi tanggapan capres no 03 br brcapres tanya jawab 2 no 1 anies ke no 3 ganjar href capres no 01 bertanya pada capres no 03 tentang keadilan kasus kanjuruhan amp kamu 0 href capres no 03 menjawab pertanyaan capres no 01 href capres no 01 menanggapi jawaban capres no 03 href capres no 03 menanggapi tanggapan capres no 01 br href sesi ke2 tanya jawab antar capres selesai tiap capres kembali ke tempat duduk mereka href break ke href penyampaian pernyataan pamungkas atau pesan penutup para capres kembali naik ke panggung utama href pesan capres no 01 anies baswedan href pesan capres no 02 prabowo subianto href pesan capres no 03 ganjar pranowo href penutupan acara debat pertama calon presiden pemilu tahun 2024brbrsaya membuat catatan waktu jika ingin loncat ke segmen tertentu saya sebisa mungkin memberikan keterangan netral mohon maaf jika tetap bersifat bias,"['sesi', 'debat', 'href', 'pasang', 'no', '01', 'aniesmuhaimin', 'href', 'pasang', 'no', '02', 'prabowogibran', 'href', 'pasang', 'no', '03', 'ganjarmahfud', 'href', 'intro', 'debat', 'calon', 'presiden', 'milu', '2024', 'href', 'bawa', 'acara', 'laedo', 'buka', 'jalan', 'debat', 'href', 'nyanyi', 'lagu', 'indonesia', 'raya', 'href', 'nyanyi', 'ijinglei', 'milu', 'href', 'sambut', 'hasyim', 'asy3ari', 'ketua', 'kpu', 'href', 'doa', 'href', '11', 'panelis', 'rumus', 'debat', 'href', 'serah', 'simbolis', 'hasil', 'rumus', 'panelis', 'koor', 'panelis', 'ketua', 'kpu', 'href', 'moderator', 'debat', 'capres', '2024', 'valeria', 'daniel', 'amp', 'ardianto', 'wijaya', 'href', 'sebut', 'subtema', 'debat', 'capres', '2024', 'href', 'atur', 'amp', 'tentu', 'debat', 'href', 'profil', 'calon', 'presiden', '2024', 'br', 'brpenyampaian', 'visi', 'misi', 'capres', 'href', 'sampai', 'visi', 'amp', 'misi', 'calon', 'presiden', '2024', 'href', 'visi', 'amp', 'misi', 'calon', 'presiden', 'no', '01', 'anies', 'baswedan', 'href', 'visi', 'amp', 'misi', 'calon', 'presiden', 'no', '02', 'prabowo', 'subianto', 'href', 'visi', 'amp', 'misi', 'calon', 'presiden', 'no', '03', 'ganjar', 'pranowo', 'br', 'href', 'break', 'ke1', 'href', 'sesi', 'panelis', 'capres', 'href', 'capres', 'maju', 'panggung', 'utama', 'pasuk', 'sesi', 'ke1', 'br', 'brpanelis', '1', 'capres', 'no', '2', 'prabowo', 'subianto', 'href', 'undi', 'tema', 'amp', 'capres', 'no', '02', 'tema', 'hak', 'asasi', 'manusia', 'amplop', 'a', 'href', 'capres', 'no', '02', 'tren', 'keras', 'ham', 'adil', 'papua', 'href', 'tanggap', 'capres', 'no', '03', 'capres', 'no', '02', 'href', 'tanggap', 'capres', 'no', '01', 'capres', 'no', '02', 'href', 'respon', 'capres', 'no', '02', 'tanggap', 'capres', 'no', '01', 'amp', '03', 'br', 'brpanelis', '1', 'capres', 'no', '3', 'ganjar', 'pranowo', 'href', 'undi', 'tema', 'amp', 'capres', 'no', '03', 'tema', 'perintah', 'tingkat', 'layan', 'publik', 'amplop', 'c', 'href', 'capres', 'no', '03', 'stagnansi', 'indeks', 'layan', 'publik', 'indonesia', 'sama', 'laku', 'penting', 'khusus', 'kelompok', 'rentan', 'perempuan', 'disabilitas', 'href', 'tanggap', 'capres', 'no', '01', 'capres', 'no', '03', 'href', 'tanggap', 'capres', 'no', '02', 'capres', 'no', '03', 'href', 'respon', 'capres', 'no', '03', 'tanggap', 'capres', 'no', '01', 'amp', '02', 'br', 'brpanelis', '1', 'capres', 'no', '1', 'anies', 'baswedan', 'href', 'undi', 'tema', 'amp', 'capres', 'no', '01', 'tema', 'tangan', 'disinformasi', 'rukun', 'warga', 'amplop', 'a', 'href', 'capres', 'no', '01', 'marak', 'persekusi', 'keras', 'diskriminasi', 'kelompok', 'masyarakat', 'href', 'tanggap', 'capres', 'no', '02', 'capres', 'no', '01', 'href', 'tanggap', 'capres', 'no', '03', 'capres', 'no', '01', 'href', 'respon', 'capres', 'no', '01', 'tanggap', 'capres', 'no', '02', 'amp', '03', 'br', 'href', 'sesi', 'ke1', 'panelis', 'capres', 'duduk', 'masingmasing', 'href', 'break', 'ke2', 'href', 'pasuk', 'sesi', 'ke2', 'capres', 'maju', 'panggung', 'utama', 'br', 'brpanelis', '2', 'capres', 'no', '3', 'ganjar', 'pranowo', 'href', 'undi', 'tema', 'amp', 'capres', 'no', '03', 'tema', 'berantas', 'korupsi', 'amplop', 'c', 'href', 'capres', 'no', '03', 'rendah', 'tega', 'hukum', 'korupsi', 'amp', 'minim', 'kembali', 'aset', 'korupsi', 'href', 'tanggap', 'capres', 'no', '01', 'capres', 'no', '03', 'href', 'tanggap', 'capres', 'no', '02', 'capres', 'no', '03', 'href', 'respon', 'capres', 'no', '03', 'tanggap', 'capres', 'no', '01', 'amp', '02', 'br', 'brpanelis', '2', 'capres', 'no', '1', 'anies', 'baswedan', 'href', 'undi', 'tema', 'amp', 'capres', 'no', '01', 'tema', 'kuat', 'demokrasi', 'amplop', 'a', 'href', 'capres', 'no', '01', 'rendah', 'percaya', 'publik', 'partai', 'politik', 'href', 'tanggap', 'capres', 'no', '02', 'capres', 'no', '01', 'href', 'tanggap', 'capres', 'no', '03', 'capres', 'no', '01', 'href', 'respon', 'capres', 'no', '01', 'tanggap', 'capres', 'no', '02', 'amp', '03', 'br', 'brpanelis', '1', 'capres', 'no', '2', 'prabowo', 'subianto', 'href', 'undi', 'tema', 'amp', 'capres', 'no', '02', 'tema', 'hukum', 'amplop', 'a', 'href', 'capres', 'no', '02', 'lembaga', 'hakim', 'intervensi', 'cabang', 'kuasa', 'href', 'tanggap', 'capres', 'no', '03', 'capres', 'no', '02', 'href', 'tanggap', 'capres', 'no', '01', 'capres', 'no', '02', 'href', 'respon', 'capres', 'no', '02', 'tanggap', 'capres', 'no', '01', 'amp', '03', 'br', 'href', 'sesi', 'ke2', 'panelis', 'selesai', 'capres', 'duduk', 'masingmasing', 'href', 'break', 'ke3', 'href', 'masuk', 'segmen', 'moderator', 'mekanisme', 'capres', 'href', 'capres', 'panggung', 'utama', 'br', 'brcapres', '1', 'no', '1', 'anies', 'no', '2', 'prabowo', 'href', 'capres', 'no', '01', 'capres', 'no', '02', 'langgar', 'etika', 'mk', 'href', 'capres', 'no', '02', 'capres', 'no', '01', 'href', 'capres', 'no', '01', 'tanggap', 'capres', 'no', '02', 'href', 'capres', 'no', '02', 'tanggap', 'tanggap', 'capres', 'no', '01', 'br', 'brcapres', '1', 'no', '2', 'prabowo', 'no', '3', 'ganjar', 'href', 'capres', 'no', '02', 'capres', 'no', '03', 'anggur', 'lulus', 'sekolah', 'href', 'capres', 'no', '03', 'capres', 'no', '02', 'href', 'capres', 'no', '02', 'tanggap', 'capres', 'no', '03', 'href', 'capres', 'no', '03', 'tanggap', 'tanggap', 'capres', 'no', '02', 'br', 'brcapres', '1', 'no', '3', 'ganjar', 'no', '1', 'anies', 'href', 'capres', 'no', '03', 'capres', 'no', '01', 'pindah', 'ibukota', 'href', 'capres', 'no', '01', 'capres', 'no', '03', 'href', 'capres', 'no', '03', 'tanggap', 'capres', 'no', '01', 'href', 'capres', 'no', '01', 'tanggap', 'tanggap', 'capres', 'no', '03', 'br', 'href', 'sesi', 'ke1', 'capres', 'selesai', 'capres', 'duduk', 'href', 'break', 'ke4', 'href', 'capres', 'panggung', 'utama', 'href', 'sebut', 'subtema', 'debat', 'calon', 'presiden', '2024', 'br', 'brcapres', '2', 'no', '2', 'prabowo', 'no', '1', 'anies', 'href', 'capres', 'no', '02', 'capres', 'no', '01', 'hubung', 'anggar', 'tangan', 'polusi', 'jakarta', 'href', 'capres', 'no', '01', 'capres', 'no', '02', 'href', 'capres', 'no', '02', 'tanggap', 'capres', 'no', '01', 'href', 'capres', 'no', '01', 'tanggap', 'tanggap', 'capres', 'no', '02', 'br', 'brcapres', '2', 'no', '3', 'ganjar', 'no', '2', 'prabowo', 'href', 'capres', 'no', '03', 'capres', 'no', '02', 'langgar', 'ham', 'berat', 'href', 'capres', 'no', '02', 'capres', 'no', '03', 'href', 'capres', 'no', '03', 'tanggap', 'capres', 'no', '02', 'href', 'capres', 'no', '02', 'tanggap', 'tanggap', 'capres', 'no', '03', 'br', 'brcapres', '2', 'no', '1', 'anies', 'no', '3', 'ganjar', 'href', 'capres', 'no', '01', 'capres', 'no', '03', 'adil', 'kanjuruhan', 'amp', '0', 'href', 'capres', 'no', '03', 'capres', 'no', '01', 'href', 'capres', 'no', '01', 'tanggap', 'capres', 'no', '03', 'href', 'capres', 'no', '03', 'tanggap', 'tanggap', 'capres', 'no', '01', 'br', 'href', 'sesi', 'ke2', 'capres', 'selesai', 'capres', 'duduk', 'href', 'break', 'href', 'sampai', 'nyata', 'pamungkas', 'pesan', 'tutup', 'capres', 'panggung', 'utama', 'href', 'pesan', 'capres', 'no', '01', 'anies', 'baswedan', 'href', 'pesan', 'capres', 'no', '02', 'prabowo', 'subianto', 'href', 'pesan', 'capres', 'no', '03', 'ganjar', 'pranowo', 'href', 'tutup', 'acara', 'debat', 'calon', 'presiden', 'milu', '2024brbrsaya', 'catat', 'loncat', 'segmen', 'bisa', 'terang', 'netral', 'mohon', 'maaf', 'sifat', 'bias']",163,positif,1,1,positif
ginnjaris dan prabowo punya kasus korupsi hanya anis baswedan yang anti korupsi,"['ginnjaris', 'prabowo', 'korupsi', 'anis', 'baswedan', 'anti', 'korupsi']",-10,negatif,-1,-1,negatif
anis jago katakata non eksekusi,"['anis', 'jago', 'katakata', 'non', 'eksekusi']",3,positif,1,1,positif
quotpak anis rasid baswedan memang layak dan pantas mendapat mandat dari rakyat jadi ri 1quot sudah saatnya indonesia butuh perubahan dan punya pemimpin yang punya kapasitas seperti pak anis miliki,"['quotpak', 'anis', 'rasid', 'baswedan', 'layak', 'mandat', 'rakyat', 'ri', '1quot', 'indonesia', 'butuh', 'ubah', 'pimpin', 'kapasitas', 'anis', 'milik']",-3,negatif,-1,1,positif
sangat berkesan dan mudah untuk di mengerti semua jawaban2 dari pak arb brpisi dan misi nya jelas brberbicara dengan fakta dan data brsemoga indonesia akan lebih baik di pimpin anis rasyidi baswedan dan kawan2braaminn ya allah ya robbal alaminn,"['kesan', 'mudah', 'erti', 'jawaban2', 'arb', 'brpisi', 'misi', 'nya', 'brberbicara', 'fakta', 'data', 'brsemoga', 'indonesia', 'pimpin', 'anis', 'rasyid', 'baswedan', 'kawan2braaminn', 'ya', 'allah', 'ya', 'robbal', 'alaminn']",10,positif,1,1,positif
hahahahha kepanasan ya karena yang disini ratarata memilih anispasti ini bussersaya warga jakarta puass sekali dengan kinerja anislu pasti orang kampung yang termakan kabar hoaxxsini main ke jakarta biar enggak termakan berita hoax,"['hahahahha', 'panas', 'ya', 'ratarata', 'pilih', 'anispasti', 'bussersaya', 'warga', 'jakarta', 'puass', 'kerja', 'anislu', 'orang', 'kampung', 'makan', 'kabar', 'hoaxxsini', 'main', 'jakarta', 'biar', 'makan', 'berita', 'hoax']",-7,negatif,-1,-1,negatif
anis memang luar biasa dalam mengolah kata dan berbicara hebat dan salut untuk hal itu brbrcocok sekali jadi dosen brtapi satu hal yang saya bingungkan setiap berbicara lidah nya keluar mulu kok bisa begitu yabr,"['anis', 'olah', 'bicara', 'hebat', 'salut', 'brbrcocok', 'dosen', 'brtapi', 'bingung', 'bicara', 'lidah', 'nya', 'mulu', 'yabr']",1,positif,1,1,positif
panaas hahahhahahaha anis tetap dihatikuu,"['panaas', 'hahahhahahaha', 'anis', 'dihatikuu']",0,netral,0,1,positif
jawaban pak anis dari pertanyaan pak bowo di jawab dengan elegan dan santun bravo amin yes,"['anis', 'bowo', 'elegan', 'santun', 'bravo', 'amin', 'yes']",8,positif,1,1,positif
yess maju truss p anis baswedan semangat p anis rakyt yang cerdas pilih dukung aminanis muhaimin president republic indonesia,"['yess', 'maju', 'truss', 'p', 'anis', 'baswedan', 'semangat', 'p', 'anis', 'rakyt', 'cerdas', 'pilih', 'dukung', 'aminanis', 'muhaimin', 'president', 'republic', 'indonesia']",5,positif,1,1,positif
aamiinsemga anak lakilaki saya juga seperti sosok bapak anis baswedanaamiin,"['aamiinsemga', 'anak', 'lakilaki', 'sosok', 'anis', 'baswedanaamiin']",-3,negatif,-1,-1,negatif
lucu sama om anisinget bro janji jakarta,"['lucu', 'om', 'anisinget', 'bro', 'janji', 'jakarta']",1,positif,1,1,positif
anis bukti nyatanya lihat saja jakarta cuma wacana saja bukti nyatanya 0 ganjar lihat saja 10 tahun jateng kayak bagaimana prabowo menjadi menhan kayak bagaimana bukti nyatanyabrbismillah no 2,"['anis', 'bukti', 'lihat', 'jakarta', 'wacana', 'bukti', '0', 'ganjar', 'lihat', '10', 'jateng', 'kayak', 'prabowo', 'menhan', 'kayak', 'bukti', 'nyatanyabrbismillah', 'no', '2']",-10,negatif,-1,-1,negatif
pak anis gegen press pak ganjar pragmatis lalu counter attack pak prabowo tenang enjoy ingin menguasai possession,"['anis', 'gegen', 'press', 'ganjar', 'pragmatis', 'counter', 'attack', 'prabowo', 'tenang', 'enjoy', 'kuasa', 'possession']",12,positif,1,1,positif
pak prabowo di serang kanan kiri semangat pak ganjar main aman pakai anis ada seribu kosakata,"['prabowo', 'serang', 'kanan', 'kiri', 'semangat', 'ganjar', 'main', 'aman', 'pakai', 'anis', 'ribu', 'kosakata']",-2,negatif,-1,-1,negatif
saya sebagai warga jakarta puas sekali dengan kinerja anis kamu pasti bukan orang jakarta makanya banyak bacott,"['warga', 'jakarta', 'puas', 'kerja', 'anis', 'orang', 'jakarta', 'bacott']",5,positif,1,1,positif
anis junggler roam dan exp brprabowo midbrganjar gold line,"['anis', 'junggler', 'roam', 'exp', 'brprabowo', 'midbrganjar', 'gold', 'line']",0,netral,0,0,netral
anies omongane manis tapi nek nglakoni mbelgedes tak jamin negoro dipimpin anies amburadul,"['anies', 'omongane', 'manis', 'nek', 'nglakoni', 'mbelgedes', 'jamin', 'negoro', 'pimpin', 'anies', 'amburadul']",-7,negatif,-1,-1,negatif
memang anis pintar omong tapi kerja 0,"['anis', 'pintar', 'omong', 'kerja', '0']",-2,negatif,-1,-1,negatif
sandiaga uno pasti tawa ketika melihat wowo diskak matt anis,"['sandiaga', 'uno', 'tawa', 'wowo', 'diskak', 'matt', 'anis']",0,netral,0,0,netral
kami sekeluarga dari cirebon memilih pak anis baswedan jadi president ri,"['keluarga', 'cirebon', 'pilih', 'anis', 'baswedan', 'president', 'ri']",-1,negatif,-1,1,positif
apa anis betulbetul seorang konseptor dengan pemikiran yang cerdas,"['anis', 'betulbetul', 'konseptor', 'pikir', 'cerdas']",-1,negatif,-1,1,positif
wah yang di ktakan pakai anis kok benar ya 1itu mentang 2x anak presiden mudah sekali jadi cawapres saya rakyat jelata jadi cmburu 2ordalorang dalamitu jurus jitu untuk mncapai finish cara ini sudah di pakai sampai ke tngkat bawah seolah olah di contohi oleh yang dari atas 3 kok iya ya itu ikn tidak tepat karena kebutuhan yang lebih penting malah di tinggalkan demi ikn dulu kok indak musyawarah scara tranparan dan ramai begitu ya sebelum mengambil kputusan jdinya bisa fatal dong padahal duit ngutang kanbrbraduh saya pilih pakai anis saja lahbrsmoga pakai anis jadi presidenbrspertinya kemampuannya bukan kaleng kinerjanya juga terbukti bagus di jakartabrbrsaya khawatir tahun dpan presidennya siapasaya khawatir trhdp negeri inibraduh semoga saja pak anis presidennyabraamiin,"['ktakan', 'pakai', 'anis', 'ya', '1itu', 'mentang', '2x', 'anak', 'presiden', 'mudah', 'cawapres', 'rakyat', 'jelata', 'cmburu', '2ordalorang', 'dalamitu', 'jurus', 'jitu', 'mncapai', 'finish', 'pakai', 'tngkat', 'olah', 'contoh', '3', 'iya', 'ya', 'ikn', 'butuh', 'tinggal', 'ikn', 'indak', 'musyawarah', 'scara', 'tranparan', 'ramai', 'ya', 'ambil', 'kputusan', 'jdinya', 'fatal', 'duit', 'ngutang', 'kanbrbraduh', 'pilih', 'pakai', 'anis', 'lahbrsmoga', 'pakai', 'anis', 'presidenbrspertinya', 'mampu', 'kaleng', 'kerja', 'bukti', 'bagus', 'jakartabrbrsaya', 'khawatir', 'dpan', 'presiden', 'siapasaya', 'khawatir', 'trhdp', 'negeri', 'inibraduh', 'moga', 'anis', 'presidennyabraamiin']",-24,negatif,-1,-1,negatif
anis paling joz,"['anis', 'joz']",0,netral,0,1,positif
kelihatan pak anis nomor satu amin,"['anis', 'nomor', 'amin']",0,netral,0,1,positif
pak prabowo bertanya untuk mencari solusi pak anis bertanya kok kayak menjatuhkan lawan aboutinvalidzcsafeza good luck prabowo ganjar aboutinvalidzcsafeza,"['prabowo', 'cari', 'solusi', 'anis', 'kayak', 'jatuh', 'lawan', 'aboutinvalidzcsafeza', 'good', 'luck', 'prabowo', 'ganjar', 'aboutinvalidzcsafeza']",3,positif,1,1,positif
nomor 1 apa anis menunjukan dan mangabarkan kepada bangsa dan tanah air negara sedang disandra oknum2 hukumpilih no 1 aammiinn ri 1,"['nomor', '1', 'anis', 'tunjuk', 'mangabarkan', 'bangsa', 'tanah', 'air', 'negara', 'disandra', 'oknum2', 'hukumpilih', 'no', '1', 'aammiinn', 'ri', '1']",-1,negatif,-1,-1,negatif
ya allah mudahan tahun ini persiden nya pak anis amin,"['ya', 'allah', 'mudah', 'persiden', 'nya', 'anis', 'amin']",12,positif,1,1,positif
ganjar is the bestanis omdowowo melawak,"['ganjar', 'is', 'the', 'bestanis', 'omdowowo', 'lawak']",2,positif,1,1,positif
pak anis yes,"['anis', 'yes']",3,positif,1,1,positif
anis cuma banyak bacot doang tapi praktek nya nol orang jakarta sudah hafal sama sifat nya,"['anis', 'bacot', 'doang', 'praktek', 'nya', 'nol', 'orang', 'jakarta', 'hafal', 'sifat', 'nya']",-4,negatif,-1,-1,negatif
di gedung trsebut suara tr ake kayak sebut prabowo tok tepi di suara komen yang trbanyak suara anis br jatim mojopahit,"['gedung', 'trsebut', 'suara', 'tr', 'ake', 'kayak', 'prabowo', 'tok', 'tepi', 'suara', 'komen', 'trbanyak', 'suara', 'anis', 'br', 'jatim', 'mojopahit']",-4,negatif,-1,-1,negatif
ini shaa allah pak anis president masa depanaminn,"['shaa', 'allah', 'anis', 'president', 'depanaminn']",5,positif,1,1,positif
pak anis,['anis'],0,netral,0,1,positif
pak anis salah satu kwalitas terbaik negeri ini mudah mudahan amin 1 putaran,"['anis', 'salah', 'kwalitas', 'baik', 'negeri', 'mudah', 'mudah', 'amin', '1', 'putar']",4,positif,1,1,positif
